content,wording,student_id,prompt_id,text,tokenize_length,fold
-1.1155813,-1.2904192,882532f7815e,39c16e,"A perfect tragedy should excite feelings of pity and fear, it should not satisfy moral sense and it should not end well for the hero(es).",32,0
-0.881972,-0.6157831,cd909bdee8b2,39c16e,"One element to use in the ideal tragedy would be unchanging luck. One thing, the article talks about is that luck must change from good to bad.  ",32,0
-1.1002042,-1.2667563,d5417ffa5d4b,39c16e,"An ideal tragedy should be complex and invoke pity or fear, go from good to bad by character error, and not have a downfall of the villain.",32,0
-1.2476939,-1.2013884,b098588bfd90,39c16e,"A person not good or bad, but whose life is impacted by misfortune, a downfall of a character instead of the rise, and an unhappy ending.",32,0
-0.9421044,-0.8305753,d0bf1a941f63,39c16e,A perfect tragedy should be arranged not so simple but like a complex plan. It should show an action that should show compassion and fright in the story.  ,32,0
-1.1450735,-1.2751114,07c4f597f2cb,39c16e,he believed tragedies should follow a complex plan with some imitate actions which action which excite pity and fear and should feature a character whos not good or just ,32,0
-1.1167997,-1.1743909,b38e4c657aa3,39c16e,"They should have a complex plan, they should focus around a character whose life falls apart because of a mistake, and they do not have happy endings.",32,0
-1.1537377,-1.2747929,969df1a1723a,39c16e,"Tragedies should show actions which excite pity and fear, have a complex plan, and not have a virtuous man that would not spark pity nor fear",32,0
-1.2245952,-1.1216307,0da4a658dfd0,39c16e,three elements are plot verbal expression and  hamanita (the fall of the hero) these are key factors so the characters develop and give a diverse story.,32,0
-0.77802277,-0.63851744,6de8f01d982c,39c16e,Aristotle describes 3 elements of an ideal tragedy. Those are. plot character and thought. He thinks that the most important  element to a tragedy is plot.,32,0
-1.107403,-1.2343776,55a9f9981bc7,39c16e,"The 3 elements of a ideal tragedy by Aristotle are complex, should cause pity and fear, and the change of fortune should be from good to bad.",32,0
-1.0879155,-1.1860207,ee79917c0633,39c16e,"An ideal tragedy would have a complex structure, express pity and fear, and bring the downfall of the main character in a way that shocks the audience.",32,0
-0.905847,-0.7133591,5cb0bd56b91d,39c16e,One element is to excite pity and fear. This means to add scenes that would shock the audience and give them fear for the people in the play.,32,0
-1.1598432,-1.0104971,f524f4097acd,39c16e,"it should be moreover, imitate actions, this being the distinctive mark of tragic imitation. It should be arranged not on the simple but on the complex.",32,0
-1.2489375,-1.2794532,ef465b945133,39c16e,"One element is it has a good plot, it possesses no single tragic quality, and it neither satisfies the moral sense nor calls forth pity of fear. ",32,0
-0.6966011,-0.56569755,ef17d8c11122,39c16e,An ideal tragedy must have a complex plan. It must also have actions that impose pity and fear. An ideal tragedy should also shock the reader greatly.,32,0
-1.2688907,-1.365398,4cfbf5644113,39c16e,"make actions that provide exiting and fearful emotions, change of fortune should be from good to bad and a virtuous man brought from prospierty to adversity. ",32,0
-0.9582453,-0.88833755,51a6758ee8e7,39c16e,"The ideal tragedy should have a complex plan, which should have actions that excites pity and fear. And the change of fortune of the protagonist is shocking.",32,0
-0.67104346,-0.48776287,63bb6f3ad628,39c16e,"The ideal tragedy should be complex in plot. The main character should go from good to bad. Lastly, the tragedy should end with a tragic ending.",32,0
-1.0611795,-1.0597802,0ca145f86018,39c16e,"The plot should have a relatable character that is not bad but makes a mistake and is punished for it, also the story should end with a great catastrophe.",33,0
-1.0629745,-1.1510438,0f9dbc5f6c8a,39c16e,"The three elements of an ideal tragedy are a plot that is not in favor of the main character, likeable characters, and the ability to envoke fear. ",33,0
-1.1313661,-1.1292101,ef34650066b7,39c16e,"In the second rank comes the kind of tragedy which some place first. Like the Odyssey, it has a double thread of plot, and also an opposite catastrophe",33,0
-0.84601706,-0.63286346,b653507afb68,39c16e,"It must feature a hero thats not good or bad and their downfall.  It most also end in a tragic event, or have a double threaded plot.",33,0
-1.140813,-1.217794,0d926d77a253,39c16e,"An ideal tragedy imitaes actions that excite pity and fear,  the change in fortune is good to bad, and they are very dramatic when played out. ",33,0
-1.0875833,-1.2235408,b46ad95dba33,39c16e,"Three elements of an ideal tragedy include a problem that is neither bad or good, a heroic character, and the death of a loved character by the audience. ",33,0
-1.0866203,-0.7053308,0cd6725d9d58,39c16e,A person's luck should go from good to bad. They have to make a mistake. Most of the time they have to do something to someone.,33,0
-1.081212,-1.2784095,10831bf47eef,39c16e,"Three elements of an ideal tragedy are as followed, a neutral character, a change of fortune from good to bad, and it needs to end in misfortune. ",33,0
-1.1004424,-1.2041862,3bd2c85723be,39c16e,"According to Aristotle an ideal tragedy should have a single issue, a change in fortune from good to bad, and should not happen as a result of vice.",33,0
-1.2247752,-1.2127491,627d613b1908,39c16e,"A tragedy should be a complex plan not a simple plan,It should also be very specefic,and not be set in a bad to good instead ",33,0
-1.1790742,-1.2543325,76b6324a2e4b,39c16e,"It should be a complex plan, It should moreover imitate actions which excite pitty and fear, and the change of fortune presented must not be a victory.",33,0
-1.1918001,-0.9326815,86b39d1a4aaf,39c16e,"-It should not be organized in a complexed way, because it does not provoke the fear or pity of the audience. It would just shock us. ",33,0
-1.1367847,-1.2729836,f09cecc2992f,39c16e,"A tradegy should come to fruition through a complex plan, should excite pity and fear, and should have a change of fortune going from good to bad. ",33,0
-1.22994,-1.339855,b6b823947818,39c16e,"It should have a complex plan, excite pitty and fear and have a character who is misfortune is brought on by an error of judgment or frality.",33,0
-1.1375364,-1.3063737,b8aed8e03556,39c16e,"The elements of an ideal tragedy have a developed plot with different complexities,  a well-constructed plot, and an opposite catastrophe for the good and the bad. ",33,0
-1.2165829,-1.1935952,65d2efe577d2,39c16e,"At the begining they should be not good or bad but somewhere in between , they suffer a tragedy that ruins them at some point, and showcase misfortune.",33,0
-0.94649893,-0.7009869,12c2d0e4200b,39c16e,    Must have a downfall of your tragic hero. The reader must be able to relate to them. It should also have good construction to give the best effect.,33,0
-1.2347784,-1.2753164,273ff634d953,39c16e,"That it should invoke pity and fear, and change from good to bad as opposed to bad from good as well as it having a single issue to maintain.",33,0
-0.72668415,-0.51309144,16285fcdbbe2,39c16e,"A tragedy sucessful in instilling pity and fear should imitate real life, avoiding fantastical characters and plots. This mimesis represents real human nature in fictional circumstances.",33,0
-1.0603004,-1.1823591,d3c19b35075e,39c16e,"Three elements of ideal tragedy include the fall of a once highly thought of individual, playing off the audience's emotions, and also including elements of comedy.",33,0
-1.1666335,-1.2986985,a9cde51758e6,39c16e,"It should be arranged not on a siple but complex plan, it should fill readers with pitty and fear, and it should change of fortune presented. ",33,0
-1.140269,-1.2716905,2f156b01d13d,39c16e,"The tragedy should feature actions with pity anf fear, should be about someone neither good or bad and that the change of fortune should be good to bad.",33,0
-0.9247698,-0.7417343,9f95180301a5,39c16e,"The tragedy should be complex, rather than simple. It should get your heart beating in fear and excitement. The change of fortune should change from good to bad",33,0
-1.1126645,-1.2313995,495f06a2ca3b,39c16e,"Three elements of tragedy include the downfall of a nor good or bad person, the downfall being provoked by a mistake that ruins everything, and no happy ending.",33,0
-1.2532487,-1.0924823,49bc30b33f2f,39c16e,Well one example of tragedy was not on simple but on the complex plan. The change of fortune presented must not be the spectale of a virtuous man.,33,0
-1.1371077,-1.151395,f3b56069f95b,39c16e,"the specific effect of Tragedy will be produced. A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan.",33,0
-0.8812934,-0.6935265,cff813078766,39c16e,Plot- Plot is the key element in an ideal tragedy. The plot must move from beginning to middle to end with events that make sense to prior events.,33,0
-0.835907,-0.76981723,7d2d7541c877,39c16e,"A tragedy should not have a simple plan, but a complex plan.  It should maintain the same theme and purpose.  It should also excite pity and fear.",33,0
-0.884808,-0.73803055,b1bf5de5435a,39c16e,"A perfect tragedy should not be simple, it should be complex. It should imitate actions which excite pity and fear. It shoud also be quite shocking.",33,0
-0.7948898,-0.47343868,4382597af43e,39c16e,Tragedy is never planned and always unexpected. Tragedy makes you feel pity and fear. Tragedy is a change in your life and how you react to that change. ,33,0
-1.2516681,-1.3174479,ccc795557d79,39c16e,"Three element of and idal tragedy would be to excite pity and fear, which leads to intimidation, the change of fortune, and no single tragic quality.",33,0
-1.1772698,-1.1674968,09c0ae9ece94,39c16e,"the charcter should have a change of fortune from good to bad, the character should not be to good or too bad, and he should be relatable.",33,0
-1.1507481,-1.2301604,ac4552bdb42b,39c16e,"Aristotle describes ideal tragedies having a very constructed plot, it must not possess a single tragic quality, it cannot make you feel happy, pity, or fear. ",33,0
-1.1592941,-1.2103842,abc61baf2652,39c16e,"Three elements are a plot that follows good to bad, a misfortune that the main character receives, and the main character has to be wealthy and well known.",33,0
-1.1077946,-1.220495,f2e12460d6c9,39c16e,"In Aristotle's view of a tragedy, it must be complex, have a fall from grace, and have no more than one big issue throughout the play.",34,0
-1.0215874,-1.1038814,2276796b969c,39c16e,"According to Aristotle, the three main elements of a tragic hero are high moral standards,  flaws in character, and a fate of misery and suffering that is undeserving. ",34,0
-1.1162366,-1.018626,cbbc497d2001,39c16e,"The pleasure, however, thence derived is not the true tragic pleasure. In the second rank comes the kind of tragedy which some place first. Like the Odyssey, ",34,0
-0.933509,-0.70715725,7e3421a02a82,39c16e,A travgedy should go from good to bad. It should be about fortune and a character overcoming a problem.The story should have one main issue not multiple ,34,0
-0.9624341,-0.8556093,f606b52465d5,39c16e,It should be arranged on a complex plan. It shoud also imitate actions which excited pity and fear.  Ladtly it should be single in its issue. ,34,0
-0.81706834,-0.6198246,7f09d9ceac6c,39c16e,One element of a tragedy is a complex plot. It should excite pity and fear. the main character should be relstable in order for the audience to understand.,34,0
-0.9960962,-0.876704,c6009b4bccfa,39c16e,it should imitate actions which show pity and fear. Also it should have tragidy of a person.  And last would be there only be one problem at hand.,34,0
-1.1995801,-1.0588722,81fe8aade235,39c16e,1. The character who meets their downfall must me a character that the reader can relate to so they could see themselves in the shoes of the character receiving the misfortune,34,0
-1.109537,-1.148723,af061a610c9e,39c16e,"3 elements of an idea tragedy, according to Aristotle, would be the arrangement/construction, the plot, and being able to evoke a feeling in the reader. ",34,0
-1.2182348,-1.2129314,06463ce221ea,39c16e,For nothing can be more alien to the spirit of Tragedy; it possesses no single tragic quality; it neither satisfies the moral sense nor calls forth pity or fear.,34,0
-1.023216,-1.1018368,acc6f1673329,39c16e,"As described by Aristotle, an ideal tragedy should be surprising and unpredictable, not about the failure of a bad guy, and a change from good, to bad.",34,0
-0.80953026,-0.5421247,03769f341860,39c16e,It needs to have a neutral character that makes a mistake. It should have a well constructed plot. Last the audience should feel for the character at the end.,34,0
-1.103239,-1.2637497,033fd3cedc71,39c16e,"Three elements of an ideal tragedy, as described by Aristotle, is complexity, actions which excite pity and fear, and the change of fortune from prosperity to adversity.  ",34,0
-1.1020457,-1.2642026,ab9ac02892a6,39c16e,"Three ideal tragedies as described by Aristotle are  they it should be arranged not on the  simple but complex, it should excite pity and fear, and it should provide misfortune ",34,0
-1.1636666,-1.258871,01f859d90ae0,39c16e,"It should not be simple it should be complex , It should imitate actions which excite pity and fear , and error in judgment or by some weakness that he has .",34,0
-1.3002384,-1.2854127,00db6d2b9222,39c16e,"Tragedy much b complex, Tragedy much b complex, t must be a man that is NOT perfect, and their downfall is a result of a mistake or weakness.",34,0
-1.0531689,-1.1410125,a71f41035226,39c16e,"The first and most important element is plot and action, the second important element is character, and the las important element to a tragedy story is diction and thought.",34,0
-1.2018607,-1.2207131,5e576153f980,39c16e,"A perfect tragedy should, be arranged not simple but with a complex plan, it must be a perfect tragedy,  a tragedy will not posses a single tragic quality.",34,0
-0.9085179,-0.71553427,a4d235de1b80,39c16e,The change of fortune in the story should be from bad to good. The characters should suffer through something terrible. It should imitate actions that excite pity and fear.,34,0
-1.3124563,-1.1563015,a362f9ee2bca,39c16e,it must lead to the downfall of a charcter. it may be be comedical. it must be. it must be a good person who has the tragedy ,34,0
-1.0536908,-1.1697904,0086ef22de8f,39c16e,"The three elements of an ideal tragedy are:  Having a character that is not bad have misfortune befall them.,  Having no subplots, and ending in death.  ",34,0
-0.86816025,-0.62402236,af8c7948ba38,39c16e,Tragedy should be an imitation of complete action and not human beings. Action should represent happiness and unhappiness related to the character and the actions people are able to perform.,34,0
-1.2741333,-1.3254151,1e7dc113fa5d,39c16e,"Complex plan, some actions that excite pity and fear from us, a misfortune is not caused by depravity or villain, but by some error of judgement or frailty.",34,0
-1.2759469,-1.2419991,1e5d7113641f,39c16e,"It  cant go from bad to good or vice versa, it should be caused by an accidental error, it should leave the viewer in a sad manner after.",34,0
-1.1674206,-1.1870033,8e598fdfd998,39c16e,"An ideal tragedy should go from good to bad, ending on that negative note, and be caused by a character's own fault that sparks the tragety.",34,0
-1.225934,-1.2957884,bd00549f39c3,39c16e,"be arranged, imitate actions which excite pity and fear, and change of fortune presented must not be the change of fortune presented and brought to adversity to merely shock us",34,0
-1.0382644,-1.166948,ba6dc0728359,39c16e,"An ideal trajedy described by Aristotle should have a complex plan, it should excite pity and fear, and lastly there has to be a major mistake made.  ",34,0
-1.09235,-1.1913518,6277f0d39f65,39c16e,"A tragedy should exctite pity and fear, be relatable to the common man, and should have a radical change in fortune, specifically from good to bad fortune.",34,0
-1.0540365,-1.1499394,0e2337e9d274,39c16e,"Aristotle describes an ideal tragedy as one that should be arranged on a complex plan, imitate actions that help portray pity and fear, and possess no single tragic quality. ",34,0
-1.1563773,-1.1726979,0d3d5a490eab,39c16e,"A good tradgey has a good character turn bad, bsomeone has to do something terrible or felt something terrible, and lastly it should have a dramatic competition.",34,0
-1.1896344,-1.2824491,0cae81ff3528,39c16e,"A tragedy has no single tragic quality, it does not satisfy the moral senses or cause pity or fear, and there should be no downfall of the villian.",34,0
-1.2219905,-1.2418532,0c8c78632a20,39c16e,"1.) The character created for the tragedy to be revolved around should just be eminently good and just, whose misfortune brought about by error of judgment or frailty.",34,0
-0.9048044,-0.5211535,0c6b9a9fe3b2,39c16e,"    First, it should get pity or fear from the audience.  The failure of a person who does not deserve the consequences makes the audience feel bad for the character.",34,0
-1.2035224,-1.3294691,574be436c242,39c16e,"It should be  a complex plan that also excites fear and pity, change of fortune presented must not be the spectacle of a virtuous man brought from prosperity to adversity.",34,0
-1.0313822,-0.89530534,3bb63b963277,39c16e,Should be arranged on a complex plan. Does not satisfy the moral sense or call for pity.  Then finally the charactershould experience something of a great sufference.,34,0
-1.2014029,-1.2635881,ec46ea59aeca,39c16e,"It should be a complex plan, It should move over imitate actions which excite pitty and fear, and the change of fortune presented must not be a victory.",34,0
-1.1510004,-1.2623122,eb01e079ac5d,39c16e,"A tragedy imitating pity and fear is a distinctive mark, the change in fortune is good to bad, and last the dramatic competition such plays is the most tragic.",34,0
-1.1036745,-1.0949212,46e3ac3440e8,39c16e,"An ideal tragedy is not very comedic, which features a main character who is neither the hero nor the villan, and whose demise is relatable to the reader.",34,0
-1.0661017,-1.2028797,41986c4295bd,39c16e,"The three elements of an idel tragedy include a long, complex plot with my twists and turns, encourage feelings of fear and sympathy, and a shock factor.",34,0
-1.1084291,-1.2464707,36361bf5145f,39c16e,"Three elements would be it needs to excite pity and fear, it needs to have a tragic ending for our hero, and it should be rather a complex plan.",34,0
-1.2713324,-1.2781037,ebf7ba1c0d8d,39c16e,"a virtuius man brought from prosperity to adversity, a bad man passing from adversity to prosperity,  it neither satisfies the moral sense nor calls forth pity or fear.",34,0
-0.84384996,-0.72573936,16cef9f1ef6c,39c16e,One one be the rich going to poor. Another would be a comedy ending with a bad ending. An additional element would be The dowfall of a hero.,35,0
-0.9149742,-0.78413653,f604527b68fc,39c16e,"It should consist of a complex plan , and it should also imitate actions that excit pity or fear. It neither satisfies the moral sense nor calls forth pity or fear.",35,0
-0.81019634,-0.7155873,3795b81d1445,39c16e,A good tragedy should feature  a change of fortune and prosperity to adversity. A plot should be of error or frality. There should be a tragic ending or event.,35,0
-0.77568203,-0.52480036,ca3ecb4a36c4,39c16e,"The three elements described by Aristosle is plot, character and spectacle. All three element are things that are needed for a tragedy to occur and all involve fortune. ",35,0
-1.0866985,-1.2798238,709db322a5b6,39c16e,"A tragedy must imitate actions that excite pity or fear, the change of fortune must be from good to bad, and those in the piece must be the deadliest enemies. ",35,0
-0.71974635,-0.59057117,6b718908ddc8,39c16e,"An ideal tragedy according to Aristotle will consist of one plot that is well-constructed rather than multiple plots combined. It should also have a ""change of fortune"" from ",35,0
-0.951098,-0.7406254,c9a2ea808810,39c16e,it should be planned and well thought out. A well tragedy plan should single in its issue. Focus on that one tradegy subject. Afterwards comes a great tradegy,35,0
-1.1323818,-1.0131046,51b64cfdc5e0,39c16e,Tragedy as described by Aristotle. A tragedy is something that happen to someone or to something that is bad and said most of the time and cosses pain and is hard,35,0
-1.0414598,-1.18874,71b89fec8416,39c16e,"3 elements of an ideal tragedy, as described by Aristotle are having a complex plan which involves pity and fear, being single in its issue, and not being comedic.",35,0
-1.1637789,-1.2482971,4e87485748e2,39c16e,one element of tragedy is a well constructed plot in which the character follows the right change of fortune from good to bad  and result in great error or frailty in character.,35,0
-1.1822278,-1.3021296,c04cf25b79ef,39c16e,"Aristotle believes the ideasl tradity contains three things, caused by the characters,  not create pity for the character, and the plot should go from good to bad.",35,0
-1.2473062,-1.2426606,6fe7d656e6bb,39c16e,"Have one problem or issue, The change in fourtune should be from good to bad not bad to good, and it should happen because of an error or frailty.",35,0
-1.1394073,-1.1752586,3ab4a43dcfed,39c16e,"A tragedy, at least, has to go from good to bad, it has to have a man of an average personality suffer, and the plot must be complex.",35,0
-1.2894356,-0.9939201,1d0198a60d16,39c16e,there is a such thing as a perfect tradgedy depending on what it is. you react differently from each situation. it is ranked on how bad it is. ,35,0
-0.82781297,-0.5739146,5875a8e8b106,39c16e,"Aristotles believes that tragedy should be a pleasant language, meaning its easily understood by the audience. It must be a clean and easy language that has rhythm and harmony.",35,0
-1.0654594,-1.2050642,6377bf7ad247,39c16e,"Aristotle proposed 3 key elements for an ideal tragedy, a flaw in the main character, must be complex, and the luck of the story goes from good to bad. ",35,0
-1.1699598,-1.3098947,58f81aa475f5,39c16e,"Three elements of an ideal tragedy are to have only one issue, the fortune of the character goes from good to bad, and the plot does not satisfy moral sense.  ",35,0
-1.3328838,-1.3309455,180b0db4f831,39c16e,"it should moreover imitate actions which excite pity and fear, noting can be more aliean to the spirit of the tradigy, it proceses no single tragic quality",35,0
-1.0041581,-1.1431794,1748b4f689c8,39c16e,"An ideal tragedy should have a complex plot (some good and some bad),  instil pity and fear to the audience, and conclude with the outcome of the tragedy.",35,0
-0.87938195,-0.80410653,9ab654dd8fa5,39c16e,"3 elements of an ideal tragedy are the change be good to bad. The next ideal tradgey is the character has an intersting story, And last a good plot",35,0
-1.1833792,-1.2539159,0e91924f3443,39c16e,"Cause pity and fear in the audience, a person not evil or good to fall because of a mistake, and there should never be a downfall of the villain shown.",35,0
-1.103648,-1.216474,4b7601ed682c,39c16e,"3 elements of an ideal tragedy include a well constructed plot, the characters and their thoughts, and the use of diction which refers to the writers word/ vocabulary choice.",35,0
-1.1689588,-1.2773294,b11d3a556db2,39c16e,"A tradgedy should have a complex plan, it should imitate ations which excite pity and fear, and the change of fortune should be from good to bad.",35,0
-1.160557,-0.96236944,b00caf67495f,39c16e,"he should be arranged in a complex way. He shouldve reacted the other way around, he shouldve  reacted like pity or scared and he shouldve change his ways ",35,0
-1.1624178,-1.2912202,b0437c0c98b2,39c16e,"The three elements of an ideal tragedy are exciting fear and pity, have a change of forture from good to bad, and saticfies the moral sense.",35,0
-1.2784021,-1.1923223,307ce62fa763,39c16e,"Tragety always has a good leasson at the end, tragedies   not always has a good plot whinch causes the ending to be bad and also should be complex. ",35,0
-0.9940384,-0.8079813,a3c4bb651340,39c16e,"The tragedy must have some sort of relatability. The Misfortune should happen to a character that is neither good or bad to begin with, and should be complex",35,0
-0.80282986,-0.62563604,311c3de6a9e9,39c16e,"A tragedy should be complex. It should cause pity and fear in the reader. The events in the story  should go from good to bad, not bad to good. ",35,0
-1.0606904,-1.1546971,3f03878b3ced,39c16e,"An ideal tragedy should feature a man that has a downfall, have a complex plan, and have the main character's luck start at good and then go bad. ",35,0
-0.74897254,-0.73509943,59ad9e3b4ce0,39c16e,"One element of an ideal tragedy should be  more complex than simple. It should  possess no single tragic quality.  And lastly, it should have a double thread of  plot. ",35,0
-1.1877847,-1.2575346,9a2a62d245a7,39c16e,"Three elements atleast include a complex plan, a well constructed plot such as a mistfortune brought by an error in character and the character of the person in the play.  ",35,0
-0.9590467,-0.8583677,34d84f807aed,39c16e,It should be organized on a complex plan. it should have intimate actions that should make the reader feel pit or fear. it should have utter misfortune around one single issue,35,0
-1.0589986,-1.1735187,0b4344d9e9c7,39c16e,"Accorcing to Aristotle, an ideal tragedy should be complex, cause pity and fear, and that an important person has his fate take a turn from good to bad.",35,0
-1.1104444,-1.1146086,3471081639d3,39c16e,"A perfect tragedy is methodically thought out and planned, makes others feel sympathy for you or something like a flaw in the main character that eventually leads to their own downfall.",35,0
-1.0083612,-0.9116559,92af77361592,39c16e,"The first element: plot. Plot is 'the soul' of tragedy, because action is paramount to the significance of a drama, and all other elements are subsidiary.",35,0
-1.0884072,-1.1603018,fecc1ae4e10b,39c16e,"A ideal tragedy should have a complex not simple plan, and it should moreover imitate actions that excite pity and fear,  and it should be the distinctive mark of imitation. ",35,0
-1.0637114,-1.2502669,cf327b127f20,39c16e,"Aristotle states that an ideal tragedy should follow a complex plan, excite pity and fear, and should feature a character that is not ""eminently good and just"".",35,0
-1.1180946,-1.2637137,b758625431d4,39c16e,"A tragedy should excite pity and fear, the change of fortune should be good to bad, it should involve the downfall of a man that is neither good nor bad.",35,0
-1.0680753,-1.2408174,338540fbcbb8,39c16e,"3 elements of an ideal tragedy would be organized in a complex plan, show actions of pity and fear, and lastly the change of fortune should be good to bad.",35,0
-1.1184982,-1.1877761,cc7c44661028,39c16e,"The 3 elements of an ideal tragedy are not being friends anymore, a man neither good nor bad makes a mistake, and the tragedy should be complex and not simple.",35,0
